Property_ID,Location,Property_Type,Monthly_Rent,Vacancy_Status,Square_Footage,Bedrooms,Bathrooms,Date_Added,Lease_Length_Months,Tenant_Income,Maintenance_Cost,Property_Age,Landlord_ID,Last_Renovation_Date,Utilities_Included,Rent_Increase,Complaint_Count,Satisfaction_Score,Market_Value
422,Winnipeg,Condo,2878,Rented,1620,3,2,2020-05-07,7,7274,187,85,232,2022-08-26,Yes,4.2,10,6,79978
423,Toronto,Apartment,2214,Rented,2370,1,1,2022-11-13,27,9067,821,78,474,2016-06-23,No,5.0,2,2,571289
424,Halifax,Townhouse,3907,Vacant,3139,3,2,2020-06-06,25,4353,690,74,485,2017-04-02,Yes,1.72,13,5,483040
425,Vancouver,Apartment,1832,Vacant,3483,2,1,2019-03-02,16,3410,112,13,7,2022-10-20,No,1.5,2,6,996525
426,Montreal,House,839,Vacant,3363,3,2,2017-08-12,9,5556,557,70,299,2016-11-15,No,3.42,7,2,84272
427,Montreal,Condo,2033,Rented,3623,3,3,2019-02-15,15,6279,414,12,379,2021-02-25,Yes,3.4,7,8,993795
428,Vancouver,House,1183,Rented,1161,2,3,2023-01-21,29,11965,156,83,44,2022-03-28,Yes,0.62,13,2,838580
429,Toronto,Apartment,2135,Rented,995,1,2,2017-05-23,30,11309,868,94,98,2015-11-28,No,4.21,6,4,53536
430,Montreal,Townhouse,2739,Vacant,2630,1,2,2023-04-03,10,8251,328,69,49,2019-11-27,Yes,4.09,8,2,148630
431,Calgary,House,2207,Vacant,3941,4,2,2019-09-26,32,8378,331,31,10,2019-11-10,Yes,4.19,4,1,170852
432,Winnipeg,Townhouse,2401,Vacant,2618,4,1,2019-10-13,19,5996,991,70,210,2020-03-25,No,1.33,0,4,827503
433,Halifax,House,2260,Rented,1333,3,3,2018-06-09,11,11781,825,10,100,2023-04-23,No,2.36,19,5,881621
434,Montreal,Apartment,1025,Rented,2320,1,1,2023-04-09,29,2798,701,11,394,2023-11-14,No,3.29,14,1,401180
435,Vancouver,House,1087,Vacant,1081,4,1,2017-02-02,18,3587,514,40,294,2022-10-06,Yes,4.28,12,4,130538
436,Vancouver,House,1612,Rented,1376,2,1,2019-10-20,26,10577,949,18,234,2021-02-03,Yes,4.02,15,6,996252
437,Winnipeg,Apartment,1881,Vacant,3886,1,2,2016-02-22,18,8227,504,42,37,2022-06-28,Yes,2.54,16,8,183219
438,Winnipeg,Apartment,1416,Rented,2356,2,3,2018-05-08,35,7655,606,67,413,2018-06-07,Yes,0.63,15,1,978769
439,Toronto,House,880,Rented,2348,4,1,2020-03-16,33,4326,270,80,70,2021-01-18,No,0.8,11,2,295111
440,Halifax,Condo,3178,Rented,1313,4,1,2022-08-21,11,10332,783,81,135,2019-10-24,No,2.48,11,3,450668
441,Halifax,House,1209,Rented,1002,1,1,2016-07-19,22,11678,959,98,290,2023-03-26,No,3.05,7,3,631036
442,Toronto,Townhouse,3577,Vacant,2203,2,2,2015-06-02,18,4454,623,6,370,2022-09-25,Yes,1.67,0,4,801264
443,Ottawa,Townhouse,835,Rented,1751,2,2,2023-07-01,18,3272,764,82,305,2021-09-21,Yes,2.79,1,9,68997
444,Winnipeg,House,3382,Vacant,1223,2,3,2018-01-19,7,10851,781,61,430,2023-08-12,Yes,1.62,4,5,720085
445,Vancouver,House,2355,Rented,839,4,2,2016-11-18,6,2922,218,57,138,2022-12-27,Yes,3.44,0,4,164462
446,Halifax,Apartment,2068,Rented,2023,4,2,2020-08-11,19,7760,863,25,313,2022-07-23,Yes,4.58,16,9,168864
447,Edmonton,House,2412,Rented,2882,3,1,2020-07-20,17,6546,202,72,322,2017-11-04,Yes,1.31,16,5,509884
448,Vancouver,Apartment,945,Rented,1426,2,2,2017-07-20,35,10536,427,88,431,2022-02-15,No,0.28,18,3,743627
449,Winnipeg,House,2761,Vacant,1156,1,1,2022-12-01,20,9593,393,63,69,2020-04-14,Yes,4.68,4,6,804800
450,Montreal,Condo,1458,Rented,2809,4,3,2017-12-26,18,10027,577,42,250,2020-08-15,No,2.09,2,3,990544
451,Edmonton,Condo,3578,Vacant,1485,3,2,2015-12-11,32,11736,109,63,371,2019-09-23,No,4.66,13,9,960056
452,Calgary,Condo,2838,Vacant,3590,3,1,2021-02-24,13,3662,402,33,491,2016-11-04,No,1.67,18,4,956125
453,Winnipeg,Apartment,3555,Rented,3193,3,2,2015-05-27,20,5306,558,79,252,2021-02-04,No,1.4,9,7,208261
454,Ottawa,Apartment,3280,Rented,1679,3,1,2016-01-24,12,5598,669,44,218,2016-07-06,No,3.55,11,1,129046
455,Calgary,House,3916,Rented,2566,1,3,2016-10-22,19,3642,660,3,333,2020-01-24,No,2.93,5,4,332362
456,Montreal,House,3713,Vacant,469,3,2,2020-11-02,15,11381,712,59,461,2016-07-23,Yes,4.83,9,1,762375
457,Halifax,Condo,2319,Rented,311,3,3,2017-04-02,20,9219,905,33,56,2021-04-04,No,2.19,5,3,271347
458,Edmonton,Apartment,1861,Rented,3316,3,1,2019-06-24,23,5603,303,56,319,2021-12-31,No,3.53,1,1,804247
459,Toronto,House,2045,Vacant,816,3,3,2016-10-31,11,8284,467,42,274,2015-02-05,No,4.24,5,4,988820
460,Calgary,Condo,1615,Rented,2127,4,3,2019-07-11,32,7628,605,26,315,2018-06-12,No,4.23,14,9,869348
461,Montreal,Townhouse,1717,Rented,2161,2,3,2021-12-11,26,2853,292,5,124,2017-12-16,No,0.89,18,8,431429
462,Calgary,Condo,3585,Rented,1345,3,2,2021-04-13,31,4150,802,75,490,2016-05-08,No,4.23,11,5,120047
463,Vancouver,Condo,996,Rented,1886,1,2,2023-01-21,14,11864,765,53,452,2020-06-21,Yes,3.89,1,7,709856
464,Halifax,Condo,2425,Vacant,2864,2,2,2017-02-11,26,2780,846,24,261,2017-03-10,Yes,1.6,16,6,914991
465,Vancouver,Apartment,3013,Rented,3908,4,3,2016-07-25,18,6314,937,8,448,2019-04-19,No,1.5,10,8,759089
466,Montreal,House,976,Vacant,1487,4,1,2020-10-15,10,4594,499,16,489,2023-01-10,Yes,3.22,0,6,375347
467,Halifax,House,1499,Rented,3341,3,3,2020-03-14,11,5740,582,71,355,2016-08-06,No,2.96,3,1,566398
468,Ottawa,Apartment,2199,Rented,3387,1,2,2019-03-25,9,4410,688,92,55,2016-03-11,No,1.03,6,3,176633
469,Calgary,House,1912,Vacant,2359,2,1,2022-05-25,9,3362,297,42,252,2021-05-04,No,0.77,3,7,540506
470,Toronto,Condo,3989,Vacant,3814,3,2,2019-08-20,17,5373,432,26,14,2018-08-24,No,2.62,4,3,932303
471,Edmonton,House,2777,Vacant,479,2,2,2020-10-29,34,9704,588,49,172,2018-02-25,Yes,4.45,8,3,959005
472,Montreal,House,3256,Rented,2557,1,1,2017-07-03,13,10458,889,61,380,2015-11-28,Yes,1.9,11,1,684486
473,Montreal,Townhouse,3866,Vacant,2384,2,1,2017-02-04,17,2742,702,60,348,2017-06-14,No,2.47,8,8,562647
474,Toronto,Townhouse,3682,Rented,1542,3,2,2022-06-20,7,8818,216,49,48,2019-07-14,Yes,0.13,10,7,970241
475,Halifax,Apartment,3134,Vacant,3201,2,3,2020-04-08,26,2767,239,23,342,2021-02-07,Yes,4.59,10,7,639225
476,Winnipeg,Condo,2848,Vacant,655,3,3,2022-09-16,8,10790,303,31,393,2020-03-04,No,2.94,10,8,188272
477,Toronto,Apartment,2921,Rented,1913,3,1,2017-07-12,13,4959,300,36,441,2017-04-04,No,0.14,13,9,871024
478,Winnipeg,House,3672,Rented,696,4,3,2016-12-31,32,4252,838,70,259,2021-03-10,Yes,4.26,3,6,692887
479,Vancouver,Townhouse,2069,Rented,2742,4,3,2020-07-06,35,4299,576,23,60,2023-11-08,Yes,3.88,1,9,700850
480,Montreal,Townhouse,1193,Vacant,2075,1,1,2018-11-19,25,4729,516,42,231,2019-05-25,No,2.79,18,9,383769
481,Winnipeg,Townhouse,2005,Rented,2934,4,1,2023-04-18,8,10114,165,52,433,2016-08-06,Yes,0.34,16,3,391400
482,Edmonton,Apartment,3863,Rented,3659,1,1,2023-01-26,14,4140,553,46,267,2018-10-19,No,2.36,17,6,92650
483,Montreal,House,2148,Vacant,3457,3,2,2022-02-09,29,5098,733,91,150,2021-07-09,No,2.36,17,4,261878
484,Halifax,Condo,1425,Rented,2166,3,3,2018-09-02,10,3815,921,24,265,2015-09-20,Yes,3.12,12,9,255770
485,Calgary,House,3748,Rented,3561,2,1,2020-03-12,7,10918,585,44,301,2020-12-28,No,2.53,16,1,359563
486,Vancouver,House,3194,Vacant,823,2,1,2022-01-03,24,6972,332,63,243,2022-07-19,No,2.93,0,5,796651
487,Calgary,Townhouse,2473,Vacant,1042,4,1,2022-11-14,23,9189,351,55,218,2016-09-16,Yes,4.62,0,3,414710
488,Montreal,Apartment,3779,Rented,2105,4,1,2022-04-17,34,3458,912,32,152,2022-01-13,Yes,4.12,16,4,922769
489,Vancouver,Apartment,3701,Vacant,2342,3,1,2022-10-28,15,9255,440,86,218,2015-10-18,No,3.67,9,4,353953
490,Toronto,Apartment,3993,Vacant,1980,2,2,2015-01-12,23,6479,913,30,158,2015-12-16,Yes,4.12,16,6,808075
491,Toronto,Townhouse,1443,Vacant,2044,2,3,2021-08-12,9,8321,804,33,84,2016-08-21,Yes,2.03,16,4,788661
492,Winnipeg,Condo,1623,Vacant,1942,4,1,2017-11-16,28,10320,152,61,262,2020-07-19,Yes,0.57,10,4,329821
493,Edmonton,Townhouse,1835,Rented,3742,2,1,2021-06-23,35,3501,211,28,429,2020-08-07,Yes,0.64,9,9,378811
494,Vancouver,House,1503,Vacant,1604,4,1,2017-05-24,20,9300,710,11,196,2023-02-17,Yes,0.35,0,2,793103
495,Edmonton,House,1126,Vacant,2010,2,1,2020-07-09,35,4720,200,74,177,2022-06-21,No,4.97,14,5,749872
496,Calgary,Apartment,3380,Rented,347,1,1,2020-11-06,13,5902,334,83,88,2018-04-29,No,1.35,10,4,227827
497,Winnipeg,House,2626,Vacant,660,4,3,2021-02-04,12,10492,596,5,199,2015-07-20,Yes,1.82,7,7,258734
498,Montreal,House,2371,Vacant,2561,3,3,2017-01-06,16,2555,248,68,407,2016-01-01,Yes,1.37,18,2,182064
499,Ottawa,Apartment,3473,Rented,1211,2,3,2020-02-21,14,5284,910,70,323,2021-07-02,Yes,3.03,16,6,774468
500,Winnipeg,Townhouse,1609,Vacant,3305,3,2,2020-05-02,23,5693,807,67,234,2020-12-28,Yes,2.64,1,6,184662
501,Halifax,House,2722,Rented,3363,3,3,2017-10-23,7,6709,496,65,348,2016-07-11,No,1.65,17,9,949197
502,Edmonton,Townhouse,3708,Rented,1903,4,3,2017-09-01,8,8141,213,3,38,2021-01-06,Yes,1.22,12,7,947480
503,Edmonton,House,2958,Rented,565,2,1,2015-05-18,35,8957,662,12,212,2017-09-08,No,2.77,0,2,765123
504,Montreal,Condo,1699,Vacant,1056,2,3,2018-02-13,28,6793,227,78,256,2020-10-22,No,1.75,11,4,168379
505,Edmonton,Townhouse,1759,Rented,528,3,2,2015-09-07,15,11303,473,45,200,2022-02-09,No,0.09,8,3,580456
506,Calgary,House,3703,Vacant,1453,3,2,2017-04-12,17,7763,977,20,455,2022-03-25,Yes,0.03,4,4,662316
507,Montreal,House,957,Rented,3540,1,3,2021-08-31,27,5451,978,5,354,2020-03-17,Yes,3.63,12,2,218231
508,Vancouver,Apartment,1335,Rented,1118,4,3,2022-05-09,24,4181,395,43,451,2018-07-18,Yes,0.7,18,6,747143
509,Winnipeg,House,3072,Rented,507,3,2,2015-12-08,13,9141,751,64,359,2020-07-02,Yes,1.35,14,5,533680
510,Vancouver,Townhouse,2085,Vacant,2229,3,1,2022-05-30,9,10073,892,90,206,2016-07-17,Yes,1.71,14,7,836696
511,Vancouver,Condo,3121,Rented,1064,3,2,2020-08-21,25,11305,334,35,464,2015-12-09,No,1.06,1,7,816284
512,Ottawa,Condo,3817,Rented,2087,4,3,2023-12-15,31,6506,314,70,144,2016-12-23,Yes,0.44,4,1,150723
513,Ottawa,Condo,1664,Vacant,602,4,3,2021-12-09,13,2962,968,70,308,2021-02-05,Yes,0.28,3,1,614670
514,Winnipeg,House,3915,Rented,485,4,2,2021-09-25,25,9932,196,35,495,2023-07-03,No,0.73,4,3,416036
515,Montreal,Apartment,861,Vacant,1988,3,2,2018-04-19,12,10737,942,9,285,2019-06-06,Yes,3.39,0,7,925689
516,Winnipeg,House,3727,Vacant,1706,4,3,2015-07-18,32,11668,872,11,463,2020-03-31,No,4.77,13,2,424804
517,Toronto,Condo,3178,Rented,2501,4,2,2022-07-02,24,3658,862,5,141,2017-06-27,Yes,0.23,18,4,262911
518,Calgary,Apartment,1533,Rented,1155,4,3,2019-02-01,16,7589,943,71,292,2017-08-26,Yes,4.09,0,3,316320
519,Calgary,Townhouse,3941,Rented,2623,4,3,2019-10-08,30,2988,338,93,148,2017-11-15,No,1.94,17,1,900119
520,Vancouver,Apartment,1886,Vacant,1497,3,2,2019-11-16,27,2862,519,53,323,2018-05-06,Yes,1.37,5,7,370843
521,Vancouver,Apartment,2404,Vacant,2468,3,1,2020-12-15,29,9592,236,78,53,2016-03-06,Yes,1.1,1,1,664693
522,Ottawa,House,1247,Vacant,2198,1,3,2017-11-24,34,7103,217,19,470,2023-03-12,No,3.89,4,2,799204
523,Calgary,Apartment,1148,Vacant,521,4,1,2021-02-22,19,6559,997,2,453,2017-09-18,Yes,1.75,13,5,347827
524,Toronto,Apartment,1155,Vacant,3160,3,3,2019-08-25,11,10268,274,6,241,2019-12-09,No,2.42,8,2,560713
525,Halifax,Apartment,2529,Vacant,1999,2,2,2018-09-28,31,5514,375,32,11,2020-11-23,Yes,4.06,0,6,305961
526,Winnipeg,House,1044,Rented,510,1,3,2020-01-22,25,6241,453,28,54,2021-09-07,No,4.67,3,3,916634
527,Ottawa,Townhouse,893,Rented,854,4,2,2016-08-17,25,4233,616,94,385,2017-05-06,Yes,4.53,11,9,232878
528,Toronto,Townhouse,919,Rented,1159,2,3,2015-05-20,17,5020,683,12,28,2020-07-02,Yes,4.91,19,6,495034
529,Montreal,Townhouse,1117,Rented,3329,1,1,2015-10-08,19,4596,967,29,367,2015-11-23,Yes,3.86,8,6,837776
530,Winnipeg,Apartment,3008,Vacant,3116,3,1,2020-04-11,35,8992,741,8,267,2018-03-28,Yes,3.24,16,7,973101
531,Winnipeg,Condo,1101,Vacant,1014,2,3,2020-01-16,6,9128,345,71,169,2023-05-21,Yes,0.02,19,9,356828
532,Vancouver,House,3164,Rented,2275,2,3,2019-07-02,31,6238,739,46,410,2020-08-07,No,4.25,5,5,123200
533,Montreal,House,2366,Rented,1318,3,1,2022-07-06,31,9447,906,69,389,2022-10-08,No,0.75,7,2,981852
534,Montreal,House,1083,Rented,3409,1,3,2020-02-18,6,10251,103,21,198,2020-12-10,No,4.7,5,6,685253
535,Toronto,Condo,2524,Vacant,2566,2,1,2020-08-06,16,2655,318,74,189,2021-01-21,No,2.29,5,1,774694
536,Edmonton,Condo,2231,Rented,2163,3,1,2020-11-30,28,8891,696,56,405,2023-06-24,Yes,1.89,4,3,76462
537,Calgary,House,1402,Vacant,1147,3,2,2017-05-06,10,10353,495,61,305,2017-07-30,No,3.04,18,7,213937
538,Halifax,Townhouse,3630,Rented,1126,4,2,2017-11-01,13,11265,727,6,191,2017-04-16,No,3.29,1,7,412737
539,Calgary,House,3841,Rented,352,3,3,2021-06-10,17,9213,771,44,446,2019-10-14,No,2.66,14,1,77000
540,Ottawa,House,1601,Rented,563,1,2,2022-06-07,32,9147,460,12,106,2018-04-27,Yes,0.56,0,3,405782
541,Toronto,Condo,3083,Rented,3801,4,3,2023-01-01,19,5376,782,28,387,2020-07-11,No,4.33,19,7,51716
542,Montreal,Condo,2221,Rented,3335,1,3,2015-11-25,9,11555,494,41,365,2018-02-16,No,2.98,8,1,75480
543,Toronto,Condo,3576,Rented,1278,2,3,2020-05-17,18,8736,380,42,95,2023-07-09,No,3.93,7,5,119246
544,Edmonton,Townhouse,2510,Rented,2413,3,1,2019-10-30,12,4816,296,49,431,2017-06-17,Yes,3.0,8,1,547530
545,Calgary,House,1593,Vacant,1942,2,2,2015-02-03,24,2984,215,46,296,2018-04-30,Yes,0.06,8,2,630206
546,Vancouver,Townhouse,2909,Vacant,349,1,2,2017-06-11,29,7344,272,78,361,2017-02-23,Yes,2.57,5,7,441094
547,Toronto,Condo,924,Vacant,2926,4,1,2020-10-12,13,8168,901,55,142,2020-09-27,No,1.45,3,3,809948
548,Winnipeg,Townhouse,2751,Vacant,314,3,2,2020-06-12,8,6570,667,7,472,2015-03-18,Yes,4.64,0,2,264483
549,Ottawa,Apartment,1104,Rented,3534,2,1,2017-02-24,34,5381,604,70,1,2020-07-15,Yes,3.55,0,9,373740
550,Winnipeg,Apartment,3347,Rented,2656,2,1,2017-10-14,24,7504,401,70,47,2023-04-27,No,2.83,12,6,81859
551,Toronto,House,3448,Vacant,1054,1,1,2023-04-26,32,9481,549,73,437,2019-05-08,Yes,1.71,3,9,897393
552,Halifax,Townhouse,1508,Vacant,3516,2,1,2016-03-23,26,10507,813,9,346,2021-06-07,No,1.71,8,4,454156
553,Edmonton,Apartment,3727,Rented,563,3,1,2019-08-16,19,6032,527,97,306,2022-05-15,Yes,3.05,1,2,741263
554,Winnipeg,Condo,3126,Vacant,3082,2,1,2019-10-09,28,11576,785,4,487,2015-09-17,No,4.2,13,7,346959
555,Halifax,House,3961,Vacant,3442,1,2,2020-09-20,27,11339,251,12,482,2022-10-13,Yes,0.84,7,1,999953
556,Toronto,Townhouse,1383,Vacant,2244,4,2,2023-02-22,22,7070,684,47,342,2022-12-12,No,4.45,18,3,112421
557,Halifax,Apartment,2220,Rented,2898,1,2,2018-11-26,6,11077,440,97,135,2023-11-06,No,1.86,5,3,126962
558,Toronto,Apartment,1962,Rented,3932,3,1,2016-11-19,19,5770,362,7,369,2020-08-25,Yes,2.73,2,3,148447
559,Vancouver,Apartment,1646,Vacant,1164,3,2,2017-01-13,12,2872,836,35,272,2016-05-17,Yes,2.59,6,9,133100
560,Winnipeg,Apartment,3697,Vacant,2991,3,3,2015-07-19,20,4360,897,54,301,2015-01-22,Yes,3.85,0,1,493012
561,Toronto,Apartment,3435,Rented,3590,4,1,2020-01-01,22,11285,500,36,328,2016-11-29,Yes,1.11,1,2,691336
562,Ottawa,House,3307,Vacant,2059,4,3,2016-10-01,7,4599,520,66,43,2019-05-30,No,1.97,5,9,576543
563,Edmonton,House,2001,Rented,2572,4,1,2019-09-13,25,10333,269,99,487,2022-04-09,Yes,3.3,17,1,148842
564,Halifax,Townhouse,1416,Vacant,1553,1,1,2019-11-29,24,8959,996,37,13,2020-08-17,No,2.17,7,1,987602
565,Toronto,Condo,844,Vacant,3077,3,1,2020-11-23,24,3356,631,52,52,2016-06-20,Yes,1.21,8,5,309096
566,Winnipeg,Townhouse,2172,Rented,2435,4,1,2019-10-20,26,11934,244,46,143,2016-05-04,No,1.25,10,1,881618
567,Edmonton,House,1696,Vacant,2849,2,2,2018-09-03,34,2598,836,56,387,2022-08-05,No,0.65,17,2,487437
568,Montreal,Condo,3058,Rented,3518,2,2,2015-05-05,16,3140,497,17,464,2022-06-03,No,4.49,4,5,859327
569,Edmonton,House,2277,Vacant,529,3,1,2022-07-09,10,8073,614,89,203,2020-06-23,Yes,1.12,13,5,545593
570,Edmonton,Apartment,3998,Rented,2299,2,1,2023-06-01,16,5953,894,73,51,2017-06-04,No,1.49,12,5,846139
571,Toronto,House,3030,Rented,3745,1,3,2023-09-27,25,4282,506,67,49,2021-03-07,Yes,1.76,19,3,699321
572,Montreal,Condo,1365,Rented,2452,2,1,2016-01-17,32,6844,646,99,162,2016-07-16,No,1.8,19,3,510063
573,Toronto,Townhouse,2023,Rented,3814,4,2,2022-11-05,25,5388,156,37,186,2015-04-12,Yes,0.67,3,9,285014
574,Vancouver,House,1350,Vacant,2261,2,1,2015-07-18,16,11956,287,79,6,2015-03-26,No,2.08,0,2,180913
575,Halifax,Townhouse,1343,Rented,1423,4,1,2015-08-04,22,10710,327,51,390,2016-12-14,Yes,4.61,15,9,670024
576,Montreal,Apartment,1130,Rented,2065,3,1,2016-05-19,8,6800,358,40,224,2023-08-01,Yes,3.51,8,8,299756
577,Calgary,Condo,2589,Rented,2541,4,1,2023-02-01,13,11197,314,34,277,2017-07-06,No,4.45,9,8,600019
578,Vancouver,Apartment,993,Vacant,1100,3,1,2019-10-23,25,11457,841,67,208,2020-03-09,No,3.22,9,1,241338
579,Halifax,Condo,2826,Rented,3151,4,2,2016-01-25,26,3142,195,48,36,2018-02-23,No,0.75,9,8,456716
580,Edmonton,Townhouse,1434,Vacant,1392,2,3,2020-08-13,11,8243,659,28,55,2016-06-03,No,2.35,5,7,501794
581,Ottawa,Townhouse,3523,Vacant,1369,4,3,2017-05-02,11,10907,868,80,314,2019-10-18,No,0.71,7,9,641278
582,Toronto,Condo,2307,Rented,920,1,3,2015-08-02,6,7684,356,32,391,2022-09-28,Yes,1.23,16,7,625541
583,Toronto,Townhouse,2730,Rented,1016,1,1,2017-11-09,31,2783,192,2,262,2015-05-21,No,2.84,16,4,303139
584,Ottawa,Townhouse,2409,Vacant,1585,3,2,2022-04-29,7,3462,522,32,205,2019-12-10,Yes,4.62,11,3,446907
585,Edmonton,House,2226,Rented,891,1,2,2017-01-15,28,8220,123,75,214,2016-05-14,Yes,4.84,0,7,890685
586,Calgary,Townhouse,1556,Rented,2464,4,3,2022-02-27,16,6761,236,33,344,2016-02-14,No,3.96,9,6,313997
587,Toronto,House,1758,Rented,318,3,1,2018-08-28,31,4650,682,60,151,2022-09-14,No,0.58,8,8,212921
588,Vancouver,Townhouse,2556,Rented,963,3,3,2016-05-23,21,8977,322,48,52,2018-03-18,No,4.63,17,1,708397
589,Edmonton,Townhouse,3569,Vacant,2004,4,1,2020-01-31,9,3387,362,55,55,2022-06-12,No,2.35,12,8,204415
590,Edmonton,Condo,2139,Vacant,1013,2,3,2015-08-07,10,6443,372,38,392,2018-04-25,No,2.19,12,4,114494
591,Vancouver,Condo,2595,Vacant,2549,2,1,2015-05-09,10,3256,128,11,50,2017-12-28,No,2.46,2,9,218662
592,Vancouver,Townhouse,1230,Vacant,1477,4,1,2016-12-25,8,5404,992,45,497,2022-10-02,No,1.07,19,8,359652
593,Toronto,House,1481,Rented,3387,1,3,2018-09-18,23,7136,169,56,7,2022-12-15,Yes,2.85,18,2,844423
594,Edmonton,Apartment,1455,Vacant,2367,1,2,2022-12-23,26,4343,785,44,294,2016-11-02,No,0.29,7,4,538548
595,Vancouver,Townhouse,2508,Rented,1802,2,3,2019-06-09,27,2722,271,19,6,2023-03-01,Yes,0.13,17,9,126499
596,Toronto,House,1262,Vacant,989,1,2,2023-09-23,17,5221,348,22,363,2018-02-20,Yes,0.01,9,4,393475
597,Calgary,Apartment,2861,Rented,1156,4,2,2016-10-16,8,6415,375,19,155,2023-08-13,Yes,1.08,3,9,355044
598,Calgary,Apartment,1185,Rented,2595,2,3,2022-10-31,10,8977,150,16,458,2015-06-23,Yes,0.3,18,3,892016
599,Winnipeg,Condo,2718,Vacant,2301,1,3,2018-03-22,26,10434,745,3,288,2023-06-28,No,1.88,14,1,717856
600,Edmonton,Apartment,1756,Vacant,378,2,1,2015-05-07,31,4046,166,34,418,2020-08-02,Yes,3.65,12,3,236102
601,Montreal,Townhouse,2902,Vacant,3331,3,3,2016-09-29,12,2592,836,73,115,2020-08-30,No,3.73,18,1,95308
602,Toronto,Condo,1746,Rented,2424,4,1,2017-11-14,22,10915,125,17,391,2020-03-26,No,2.55,2,1,88018
603,Halifax,Condo,3516,Rented,1889,2,2,2021-09-30,29,10300,826,88,328,2019-10-03,No,0.61,6,3,824730
604,Winnipeg,Condo,3768,Rented,2233,3,1,2015-01-13,23,4995,402,15,298,2020-11-24,No,4.1,8,1,395430
605,Toronto,Apartment,2185,Vacant,1153,4,3,2021-02-17,6,10598,725,89,201,2017-05-05,No,1.87,4,1,637032
606,Ottawa,Condo,3378,Vacant,833,2,3,2016-12-02,35,7307,806,20,108,2021-05-26,No,1.98,2,6,146976
607,Edmonton,Townhouse,1975,Vacant,2060,3,2,2020-02-23,10,4206,378,99,375,2015-04-24,Yes,1.3,18,6,744998
608,Calgary,Apartment,1636,Rented,520,3,2,2022-09-03,8,5767,647,77,494,2023-01-28,No,2.75,5,8,835530
609,Vancouver,Apartment,2439,Rented,376,3,3,2022-06-25,15,10732,460,24,63,2023-10-09,No,4.24,0,4,556285
610,Edmonton,House,3017,Rented,410,3,2,2018-10-25,28,3912,802,47,324,2019-10-10,No,3.7,6,7,123402
611,Montreal,House,2107,Vacant,2480,2,2,2017-04-28,17,5298,105,98,213,2016-08-29,No,1.85,18,7,871260
612,Vancouver,Townhouse,984,Vacant,1625,3,2,2017-09-08,27,9901,671,97,454,2017-01-15,Yes,3.52,4,9,341926
613,Ottawa,Apartment,1801,Rented,2848,1,1,2021-05-21,13,5520,108,82,208,2016-10-08,Yes,4.6,8,4,618315
614,Halifax,Townhouse,1094,Rented,1925,2,3,2017-09-28,16,10242,876,49,104,2017-07-28,Yes,3.51,8,6,332229
615,Vancouver,Condo,2071,Rented,2123,1,2,2019-03-23,6,7164,384,99,56,2015-11-04,No,4.86,1,7,109801
616,Halifax,Condo,3530,Rented,3345,2,2,2023-04-08,18,10850,120,82,114,2021-07-27,Yes,4.15,14,7,67494
617,Edmonton,Condo,3023,Vacant,3062,4,2,2016-09-07,10,4282,140,83,356,2017-03-03,No,2.53,12,9,308399
618,Ottawa,Apartment,2741,Vacant,3848,3,1,2020-07-26,21,8273,587,86,233,2021-12-19,No,1.84,10,5,370234
619,Ottawa,Townhouse,2957,Vacant,627,4,1,2019-04-07,28,11459,755,2,133,2018-02-21,Yes,0.79,16,8,873771
620,Toronto,Apartment,1856,Rented,1163,2,3,2017-11-02,14,6797,159,17,109,2015-09-08,Yes,4.4,13,6,858051
621,Montreal,Townhouse,1861,Rented,863,1,3,2023-03-13,25,6878,209,99,250,2018-01-30,Yes,1.71,14,1,723050
622,Winnipeg,House,3146,Vacant,555,3,2,2017-02-28,16,10552,435,65,71,2016-01-07,Yes,2.1,14,5,190276
623,Edmonton,Townhouse,1869,Vacant,3563,4,1,2016-03-20,18,4917,675,94,491,2020-09-13,No,1.65,3,3,459672
624,Edmonton,Condo,2783,Rented,1492,3,3,2023-11-01,26,3662,496,26,248,2023-12-21,Yes,2.91,9,3,660780
625,Vancouver,Townhouse,1188,Vacant,3068,2,3,2016-01-21,18,4962,959,60,402,2019-07-25,No,2.41,17,2,241993
626,Winnipeg,Townhouse,1476,Rented,1568,2,3,2020-07-28,14,9158,616,10,109,2021-03-17,No,1.37,12,4,217108
627,Vancouver,Townhouse,3461,Vacant,2007,3,1,2022-03-28,35,4561,217,87,385,2023-05-13,Yes,4.61,1,1,688830
628,Vancouver,Condo,1907,Rented,366,2,2,2016-12-31,20,5261,787,24,279,2020-12-04,No,3.33,17,4,636088
629,Montreal,House,1310,Vacant,3684,1,3,2019-04-27,20,8012,988,36,29,2015-01-10,No,4.6,11,8,481434
630,Vancouver,Condo,3280,Vacant,2518,4,3,2022-11-08,30,2868,721,37,137,2022-06-23,Yes,3.13,2,8,326168
631,Winnipeg,House,1316,Vacant,448,4,2,2017-01-11,30,8023,764,34,8,2016-10-05,Yes,4.47,5,8,603573
632,Toronto,Apartment,2431,Rented,1073,3,1,2019-12-20,22,8098,764,44,399,2016-10-22,Yes,2.2,13,5,393987
633,Montreal,House,1397,Vacant,2539,3,3,2016-08-12,14,11108,212,4,254,2023-12-18,No,3.63,9,5,111618
634,Halifax,House,1330,Vacant,1660,1,2,2017-07-13,19,4434,183,98,157,2019-06-28,No,2.73,5,8,167929
